measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.lo,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.telemetry1_sb
11,0.5,python,1638818038885,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2417060,234790,Intel(R) Xeon(R) Processor @ 2.50GHz,63,745,0,174,137332,34,0,1,12,29834,33,33,1638818038918,30808,0,5272359,176
12,0.5,python,1638818039920,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2410116,240393,Intel(R) Xeon(R) Processor @ 2.50GHz,63,799,0,178,137489,34,0,1,12,30062,80,80,1638818040000,30808,0,12353255,176
13,0.5,python,1638818041003,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409744,244269,Intel(R) Xeon(R) Processor @ 2.50GHz,63,878,0,181,137615,34,0,1,13,30218,35,35,1638818041038,30808,0,12353585,176
14,0.5,python,1638818042040,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409868,248135,Intel(R) Xeon(R) Processor @ 2.50GHz,63,888,0,185,137814,34,0,1,13,30691,80,80,1638818042120,30808,0,23387919,176
15,0.5,python,1638818043121,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409612,252008,Intel(R) Xeon(R) Processor @ 2.50GHz,63,993,0,188,137922,34,0,1,13,30843,83,83,1638818043204,30912,0,23387919,176
16,0.5,python,1638818044205,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409868,255885,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1013,0,192,138107,34,0,2,13,31273,34,34,1638818044239,30912,0,26348429,176
17,0.5,python,1638818045241,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409316,259750,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1061,0,194,138269,34,0,2,13,31638,79,79,1638818045320,30912,0,34453481,176
18,0.5,python,1638818046321,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409460,263615,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1146,0,198,138389,34,0,2,13,31808,32,32,1638818046353,30912,0,34453745,176
19,0.5,python,1638818047355,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2410152,267468,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1168,0,201,138577,34,0,2,16,32304,105,106,1638818047461,30912,0,41691980,176
20,0.5,python,1638818048462,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409384,271338,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1236,0,205,138715,34,0,2,16,32507,37,37,1638818048499,30912,0,41693484,176
21,0.5,python,1638818049500,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2409692,275192,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1236,0,208,138918,34,0,2,16,32746,33,33,1638818049533,30912,0,41700272,176
22,0.5,python,1638818050534,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404520,280349,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1251,0,212,139106,34,0,2,16,32983,34,34,1638818050568,30912,0,42734671,176
23,0.5,python,1638818051570,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2405272,284209,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1256,0,215,139309,34,0,2,16,33324,76,76,1638818051646,30912,0,53828851,176
24,0.5,python,1638818052647,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404636,288070,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1361,0,217,139417,34,0,2,16,33486,78,78,1638818052725,30912,0,53828851,176
25,0.5,python,1638818053726,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404328,291930,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1382,0,220,139598,34,0,3,16,33714,33,33,1638818053759,30912,0,59588567,176
26,0.5,python,1638818054761,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404080,295769,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1470,0,223,139719,34,0,3,16,33972,79,79,1638818054840,30912,0,64854106,176
27,0.5,python,1638818055841,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404172,299629,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1510,0,226,139886,34,0,3,16,34232,32,32,1638818055873,30912,0,70808116,176
28,0.5,python,1638818056874,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404436,303496,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1582,0,229,140026,34,0,3,16,34559,89,89,1638818056963,30912,0,75898329,176
29,0.5,python,1638818057965,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404420,307361,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1640,0,233,140173,34,0,3,16,34732,34,34,1638818057999,31016,0,76492809,176
30,0.5,python,1638818059000,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2403896,311231,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1686,0,235,140337,34,0,3,16,35086,80,80,1638818059080,31016,0,87065239,176
31,0.5,python,1638818060081,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404048,315057,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1769,0,240,140459,34,0,3,16,35259,31,31,1638818060112,31016,0,87065305,176
32,0.5,python,1638818061113,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404248,318907,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1812,0,244,140618,34,0,4,17,35576,33,33,1638818061146,31016,0,90835325,176
33,0.5,python,1638818062147,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404240,322779,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1823,0,247,140809,34,0,4,17,35847,34,34,1638818062181,31016,0,91676336,176
34,0.5,python,1638818063183,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404248,326647,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1824,0,249,141011,34,0,4,17,36065,36,36,1638818063219,31016,0,97785917,176
35,0.5,python,1638818064220,0bc3152e-0d0f-4af4-9971-9881a1b08803,0,1638817347,AWS Lambda,2021/12/06/[$LATEST]797b8589923d4c999724ec87daabb8e4,root_lambda,1769,us-east-1,,Linux 169.254.11.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2404928,330500,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1880,0,253,141165,34,0,5,17,36275,78,79,1638818064299,31016,0,102850347,176
0,0.5,python,1638818027552,36930c99-dec6-48a6-bf51-b9effa9b6594,1,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2684440,134452,Intel(R) Xeon(R) Processor @ 2.50GHz,63,130,0,130,293721,30,0,4,44,29723,89,89,1638818027641,30808,0,282,180
1,0.5,python,1638818028642,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2591808,156018,Intel(R) Xeon(R) Processor @ 2.50GHz,63,174,0,146,293867,31,0,5,49,30796,41,41,1638818028683,30808,0,809,180
2,0.5,python,1638818029684,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2587920,160163,Intel(R) Xeon(R) Processor @ 2.50GHz,63,175,0,150,294068,31,0,5,50,31262,38,39,1638818029723,30808,0,2982,180
3,0.5,python,1638818030724,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2585540,164546,Intel(R) Xeon(R) Processor @ 2.50GHz,63,178,0,153,294268,31,0,5,51,31529,41,41,1638818030765,30808,0,53291,180
4,0.5,python,1638818031766,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2528560,179590,Intel(R) Xeon(R) Processor @ 2.50GHz,63,226,0,164,294425,35,0,5,57,32037,112,112,1638818031878,30808,0,844438,180
5,0.5,python,1638818032879,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2505712,188820,Intel(R) Xeon(R) Processor @ 2.50GHz,63,318,0,171,294533,37,0,5,65,32245,94,94,1638818032973,30808,0,844438,180
6,0.5,python,1638818033974,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2453940,205013,Intel(R) Xeon(R) Processor @ 2.50GHz,63,416,0,182,294642,37,0,5,66,32549,99,99,1638818034073,30808,0,844480,180
7,0.5,python,1638818035075,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2433692,213985,Intel(R) Xeon(R) Processor @ 2.50GHz,63,520,0,188,294751,37,0,5,69,32727,104,104,1638818035179,30808,0,844480,180
8,0.5,python,1638818036180,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2431940,217897,Intel(R) Xeon(R) Processor @ 2.50GHz,63,618,0,191,294865,37,0,5,71,32934,93,93,1638818036273,30808,0,844480,180
9,0.5,python,1638818037275,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2424872,223947,Intel(R) Xeon(R) Processor @ 2.50GHz,63,723,0,196,294975,37,0,5,71,33094,97,97,1638818037372,30808,0,844480,180
10,0.5,python,1638818038373,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2423196,227971,Intel(R) Xeon(R) Processor @ 2.50GHz,63,782,0,201,295120,37,0,5,73,33338,43,43,1638818038416,30808,0,888976,180
11,0.5,python,1638818039417,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2417308,233348,Intel(R) Xeon(R) Processor @ 2.50GHz,63,783,0,205,295322,37,0,6,73,33759,41,41,1638818039458,30808,0,7001025,180
12,0.5,python,1638818040460,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411812,238653,Intel(R) Xeon(R) Processor @ 2.50GHz,63,837,0,208,295480,37,0,6,74,33962,93,93,1638818040553,30808,0,12707412,180
13,0.5,python,1638818041554,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411480,242558,Intel(R) Xeon(R) Processor @ 2.50GHz,63,929,0,211,295594,37,0,6,75,34126,38,38,1638818041592,30808,0,12707544,180
14,0.5,python,1638818042593,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411424,246461,Intel(R) Xeon(R) Processor @ 2.50GHz,63,931,0,215,295797,37,0,6,75,34426,45,45,1638818042638,30912,0,20968505,180
15,0.5,python,1638818043639,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2412136,250380,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1008,0,219,295933,37,0,6,76,34623,82,82,1638818043721,30912,0,24383866,180
16,0.5,python,1638818044722,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411260,254297,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1064,0,224,296080,37,0,6,77,34793,41,41,1638818044763,30912,0,24980578,180
17,0.5,python,1638818045764,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411788,258220,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1128,0,228,296226,37,0,7,80,35191,91,91,1638818045855,30912,0,30497603,180
18,0.5,python,1638818046871,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411416,262122,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1141,0,231,296422,37,0,7,82,35464,42,42,1638818046913,30912,0,30499570,180
19,0.5,python,1638818047914,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2411168,266041,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1142,0,235,296625,37,0,7,83,35697,38,38,1638818047952,30912,0,30715477,180
20,0.5,python,1638818048954,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407688,270832,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1156,0,238,296816,37,0,7,83,36003,39,39,1638818048993,30912,0,33406569,180
21,0.5,python,1638818049994,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407540,274750,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1157,0,242,297019,37,0,7,83,36233,40,41,1638818050035,30912,0,39588983,180
22,0.5,python,1638818051036,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2408500,278647,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1228,0,245,297159,37,0,8,84,36488,98,98,1638818051134,30912,0,43056017,180
23,0.5,python,1638818052135,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407632,282551,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1299,0,249,297294,37,0,8,86,36677,39,40,1638818052175,30912,0,43056215,180
24,0.5,python,1638818053176,36930c99-dec6-48a6-bf51-b9effa9b6594,0,1638816557,AWS Lambda,2021/12/06/[$LATEST]0b0b775632bb4229a6ea77e7ba7dc625,root_lambda,1769,us-east-1,,Linux 169.254.5.145 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2407748,286444,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1300,0,252,297496,37,0,8,86,37214,37,37,1638818053213,30912,0,49303642,180
