measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.lo,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.telemetry1_sb
4,0.5,python,1638818028463,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2400924,266858,Intel(R) Xeon(R) Processor @ 2.50GHz,63,515,0,274,865449,77,0,6,476,51189,194,194,1638818028657,69073,0,3547986,180
5,0.5,python,1638818029659,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2370260,279707,Intel(R) Xeon(R) Processor @ 2.50GHz,63,615,0,283,865573,77,0,6,477,51756,165,166,1638818029825,69073,0,3548028,180
6,0.5,python,1638818030826,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2370244,285086,Intel(R) Xeon(R) Processor @ 2.50GHz,63,716,0,289,865695,77,0,6,477,52296,151,152,1638818030978,69073,0,3548028,180
7,0.5,python,1638818031979,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2361220,292654,Intel(R) Xeon(R) Processor @ 2.50GHz,63,816,0,296,865818,77,0,6,477,52820,167,167,1638818032146,69073,0,3548028,180
8,0.5,python,1638818033147,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359700,298206,Intel(R) Xeon(R) Processor @ 2.50GHz,63,884,0,301,865960,77,0,6,477,53443,77,77,1638818033224,69073,0,3548094,180
9,0.5,python,1638818034225,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359560,303575,Intel(R) Xeon(R) Processor @ 2.50GHz,63,886,0,307,866167,77,0,7,478,54109,72,72,1638818034297,69073,0,4592934,180
10,0.5,python,1638818035298,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359436,308934,Intel(R) Xeon(R) Processor @ 2.50GHz,63,888,0,312,866373,77,0,7,478,54811,69,69,1638818035367,69073,0,6764746,180
11,0.5,python,1638818036368,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358940,314298,Intel(R) Xeon(R) Processor @ 2.50GHz,63,889,0,318,866578,77,0,7,478,55953,76,76,1638818036444,69073,0,8984576,180
12,0.5,python,1638818037445,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359660,319687,Intel(R) Xeon(R) Processor @ 2.50GHz,63,890,0,323,866783,77,0,7,478,56853,65,65,1638818037510,69073,0,11300548,180
13,0.5,python,1638818038511,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360344,325052,Intel(R) Xeon(R) Processor @ 2.50GHz,63,891,0,329,866988,77,0,7,479,58123,86,86,1638818038597,69073,0,13921432,180
14,0.5,python,1638818039598,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359928,330498,Intel(R) Xeon(R) Processor @ 2.50GHz,63,965,0,334,867134,77,0,7,480,58838,145,145,1638818039743,69177,0,14478137,180
15,0.5,python,1638818040744,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360060,335866,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1027,0,341,867279,77,0,7,482,59432,77,77,1638818040821,69177,0,14493013,180
16,0.5,python,1638818041822,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359748,341249,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1029,0,347,867484,77,0,7,483,60856,81,81,1638818041903,69177,0,16380409,180
17,0.5,python,1638818042905,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360492,346631,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1029,0,355,867690,77,0,8,483,62106,74,74,1638818042979,69177,0,18481915,180
18,0.5,python,1638818043980,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358600,352010,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1030,0,361,867895,77,0,8,483,63084,76,76,1638818044056,69177,0,20496971,180
19,0.5,python,1638818045057,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359468,357371,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1031,0,367,868103,77,0,8,483,63700,79,79,1638818045136,69177,0,20787902,180
20,0.5,python,1638818046137,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359096,362728,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1031,0,372,868310,77,0,8,483,64229,70,70,1638818046207,69177,0,20802646,180
21,0.5,python,1638818047209,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360088,368113,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1032,0,380,868517,77,0,8,486,64892,88,88,1638818047297,69177,0,22368972,180
22,0.5,python,1638818048298,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359740,373473,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1033,0,387,868725,77,0,9,489,65455,91,92,1638818048390,69177,0,22905834,180
23,0.5,python,1638818049391,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360120,378843,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1035,0,395,868935,77,0,9,495,66225,119,119,1638818049510,69177,0,24280500,180
24,0.5,python,1638818050511,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360552,384234,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1082,0,401,869107,77,0,9,502,66974,171,171,1638818050682,69177,0,25316680,180
25,0.5,python,1638818051682,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359592,389611,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1165,0,409,869233,77,0,9,504,67604,84,85,1638818051767,69177,0,25316812,180
26,0.5,python,1638818052768,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359964,394980,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1165,0,414,869440,77,0,10,505,68466,78,78,1638818052846,69177,0,26352196,180
27,0.5,python,1638818053847,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359204,400352,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1167,0,421,869645,77,0,10,506,69613,75,75,1638818053922,69177,0,28344690,180
28,0.5,python,1638818054923,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359148,405719,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1170,0,429,869851,77,0,10,507,70485,86,87,1638818055010,69281,0,30569042,180
29,0.5,python,1638818056011,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359280,411085,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1171,0,436,870065,77,0,10,519,71215,141,141,1638818056152,69281,0,32855968,180
30,0.5,python,1638818057154,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360232,416408,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1172,0,443,870271,77,0,10,523,72047,84,84,1638818057238,69281,0,35069772,180
31,0.5,python,1638818058239,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359948,421784,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1230,0,451,870432,77,0,11,533,72714,187,188,1638818058427,69281,0,36137184,180
32,0.5,python,1638818059428,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359548,427202,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1301,0,459,870572,77,0,11,535,73303,84,84,1638818059512,69281,0,36137382,180
33,0.5,python,1638818060513,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359440,432546,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1302,0,464,870778,77,0,11,536,74413,75,75,1638818060588,69281,0,37731074,180
34,0.5,python,1638818061589,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359040,437891,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1303,0,470,870984,77,0,11,538,75260,79,80,1638818061669,69281,0,40001572,180
35,0.5,python,1638818062670,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359872,443244,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1305,0,477,871188,77,0,11,540,75999,76,77,1638818062747,69281,0,42562954,180
36,0.5,python,1638818063748,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359712,448599,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1307,0,483,871397,77,0,12,546,76872,108,108,1638818063856,69281,0,44968512,180
37,0.5,python,1638818064857,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359812,453963,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1332,0,489,871594,77,0,13,548,77620,188,188,1638818065045,69281,0,47037792,180
38,0.5,python,1638818066047,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360520,459323,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1435,0,495,871712,77,0,13,550,78274,114,115,1638818066162,69281,0,47037792,180
39,0.5,python,1638818067163,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358968,464676,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1436,0,502,871919,77,0,13,551,79109,82,82,1638818067245,69281,0,47937452,180
40,0.5,python,1638818068246,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359960,470057,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1437,0,509,872125,77,0,14,554,80232,75,75,1638818068321,69281,0,50396090,180
41,0.5,python,1638818069322,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358348,475415,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1438,0,515,872329,77,0,15,554,81635,75,75,1638818069397,69281,0,53268554,180
42,0.5,python,1638818070399,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359028,480786,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1438,0,521,872533,77,0,16,554,82867,67,67,1638818070466,69385,0,55955468,180
43,0.5,python,1638818071468,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359828,486142,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1472,0,527,872720,77,0,17,555,83880,170,170,1638818071638,69385,0,57997292,180
44,0.5,python,1638818072640,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360332,491494,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1569,0,532,872839,77,0,17,556,84466,102,102,1638818072742,69385,0,57997292,180
45,0.5,python,1638818073743,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359100,496853,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1570,0,539,873046,77,0,18,556,85208,74,74,1638818073817,69385,0,58969348,180
46,0.5,python,1638818074819,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359720,502222,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1571,0,546,873250,77,0,18,557,86233,79,79,1638818074898,69385,0,62008816,180
47,0.5,python,1638818075899,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358880,507590,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1630,0,553,873400,77,0,18,558,86973,78,78,1638818075977,69385,0,62879365,180
48,0.5,python,1638818076979,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359524,512960,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1630,0,560,873607,77,0,18,559,87602,81,81,1638818077060,69385,0,62881980,180
49,0.5,python,1638818078061,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2360992,518349,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1643,0,567,873824,77,0,18,559,88387,204,204,1638818078265,69385,0,64200891,180
50,0.5,python,1638818079266,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359992,523754,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1650,0,573,874026,77,0,18,559,89147,80,80,1638818079346,69385,0,70473192,180
51,0.5,python,1638818080347,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359680,529106,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1732,0,581,874169,77,0,19,560,89821,190,190,1638818080537,69385,0,75043871,180
52,0.5,python,1638818081538,88c54260-db60-4418-869a-4b2b8f2b3bc6,0,1638813695,AWS Lambda,2021/12/06/[$LATEST]86f87ae587aa412c8d0eaf8bf4ef49d4,root_lambda,1769,us-east-1,,Linux 169.254.142.213 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359688,534456,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1782,0,587,874330,77,0,19,560,90438,79,79,1638818081617,69385,0,75765515,180
