measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.vinternal_1,network_rx_bytes.lo,network_rx_bytes.telemetry1_sb,network_rx_bytes.vtarget_1
17,0.5,python,1639134879446,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320500,936988,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11338,0,1148,1218945,180,0,12,600,108492,104,104,1639134879550,131644780,233213,266,0
18,0.5,python,1639134880552,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321072,942481,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11339,0,1157,1219155,180,0,12,600,109113,98,98,1639134880650,135757377,233213,266,0
19,0.5,python,1639134881651,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321692,947954,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11340,0,1166,1219368,180,0,12,601,109693,118,119,1639134881770,137850531,233213,266,0
20,0.5,python,1639134882771,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321256,953451,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11422,0,1174,1219519,180,0,12,601,110312,224,224,1639134882995,140455281,233213,266,0
21,0.5,python,1639134884005,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321212,958938,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11476,0,1184,1219681,180,0,12,604,110937,122,122,1639134884127,141138361,233213,266,0
22,0.5,python,1639134885128,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321940,964446,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11508,0,1192,1219883,180,0,12,605,111594,241,241,1639134885369,151273099,233213,266,0
23,0.5,python,1639134886370,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321692,969884,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11610,0,1202,1220002,180,0,12,606,112305,143,143,1639134886513,151273099,233213,266,0
24,0.5,python,1639134887515,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321816,975330,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11614,0,1211,1220212,180,0,14,606,113226,136,136,1639134887651,162047538,233213,266,0
25,0.5,python,1639134888651,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321248,980898,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11723,0,1219,1220336,180,0,14,607,113904,236,236,1639134888887,162047538,233213,266,0
26,0.5,python,1639134889888,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321080,986385,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11743,0,1229,1220532,180,0,14,609,114767,104,104,1639134889992,168282221,233213,266,0
27,0.5,python,1639134890993,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321272,991844,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11817,0,1238,1220690,180,0,14,609,115375,218,218,1639134891211,172984914,233317,266,0
28,0.5,python,1639134892212,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321700,997347,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11878,0,1248,1220842,180,0,15,609,116071,112,112,1639134892324,173577954,233317,266,0
29,0.5,python,1639134893326,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2321612,1002837,Intel(R) Xeon(R) Processor @ 2.50GHz,63,11898,0,1257,1221051,180,0,15,609,116763,205,205,1639134893531,183878292,233317,266,0
30,0.5,python,1639134894532,2ae0c423-8418-4afb-9aa5-68f7b5865ea6,0,1639128718,AWS Lambda,2021/12/10/[$LATEST]5f0809edee434b38a0dfd14ea5f59445,root_lambda,1769,us-east-1,,Linux 169.254.250.157 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2320612,1008563,Intel(R) Xeon(R) Processor @ 2.50GHz,63,12004,0,1266,1221175,180,0,15,610,117514,192,192,1639134894724,183878292,233317,266,0
0,0.5,python,1639134859836,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2448616,352032,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1901,0,329,887522,63,0,9,180,56130,148,148,1639134859984,89966509,75636,180,0
1,0.5,python,1639134860985,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2446324,358080,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1902,0,336,887729,63,0,9,180,56817,90,90,1639134861075,89968893,75636,180,0
2,0.5,python,1639134862076,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2445108,363997,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1904,0,345,887938,63,0,9,183,57532,101,101,1639134862177,90888915,75636,180,0
3,0.5,python,1639134863181,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2340368,395689,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1997,0,364,888059,63,0,10,187,58101,177,177,1639134863358,91477244,75636,180,0
4,0.5,python,1639134864360,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2339788,401425,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2011,0,372,888254,63,0,10,188,58732,91,92,1639134864452,92165382,75636,180,0
5,0.5,python,1639134865453,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2334760,408104,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2043,0,381,888446,63,0,10,189,59293,183,183,1639134865636,96369497,75636,180,0
6,0.5,python,1639134866636,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2333644,413630,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2074,0,388,888627,63,0,10,190,60024,84,85,1639134866721,96371326,75636,180,0
7,0.5,python,1639134867722,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2334240,419123,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2075,0,395,888834,63,0,10,190,60670,91,91,1639134867813,96480667,75636,180,0
8,0.5,python,1639134868814,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332660,425053,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2097,0,403,889023,63,0,10,190,61446,88,88,1639134868902,97767630,75636,180,0
9,0.5,python,1639134869903,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332588,430569,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2097,0,411,889232,63,0,10,190,62123,92,93,1639134869996,99771093,75636,180,0
10,0.5,python,1639134870997,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332804,436137,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2098,0,418,889439,63,0,10,190,62736,87,87,1639134871084,102949842,75636,180,0
11,0.5,python,1639134872085,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2328796,442371,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2100,0,426,889648,63,0,10,191,63286,91,91,1639134872176,106073909,75636,180,0
12,0.5,python,1639134873177,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327436,448453,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2160,0,432,889811,63,0,10,191,63829,179,179,1639134873356,108465037,75636,180,0
13,0.5,python,1639134874358,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327296,453958,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2227,0,441,889957,63,0,10,193,64396,97,97,1639134874455,108465235,75636,180,0
14,0.5,python,1639134875456,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326064,459456,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2228,0,449,890165,63,0,10,193,65085,85,85,1639134875541,110570494,75740,180,0
15,0.5,python,1639134876543,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326248,464945,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2228,0,458,890373,63,0,11,194,65734,99,99,1639134876642,114716528,75740,180,0
16,0.5,python,1639134877644,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326668,470414,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2229,0,465,890583,63,0,11,195,66328,94,94,1639134877738,116812859,75740,180,0
17,0.5,python,1639134878741,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327428,475919,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2298,0,473,890739,63,0,11,195,66917,189,189,1639134878930,119047758,75740,180,0
18,0.5,python,1639134879932,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326048,481440,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2353,0,482,890897,63,0,11,196,67549,85,85,1639134880017,119047824,75740,180,0
19,0.5,python,1639134881018,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326252,486951,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2354,0,490,891106,63,0,11,197,68208,92,92,1639134881110,121089315,75740,180,0
20,0.5,python,1639134882111,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326960,492466,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2356,0,499,891315,63,0,11,198,68902,92,92,1639134882203,125240810,75740,180,0
21,0.5,python,1639134883204,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327044,497944,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2357,0,507,891523,63,0,11,199,69485,95,95,1639134883299,127273876,75740,180,0
22,0.5,python,1639134884300,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327052,503454,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2441,0,515,891665,63,0,11,199,70020,189,189,1639134884489,129573874,75740,180,0
23,0.5,python,1639134885490,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326880,508925,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2480,0,522,891839,63,0,11,199,70578,88,89,1639134885579,129574138,75740,180,0
24,0.5,python,1639134886580,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327288,514414,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2480,0,530,892046,63,0,11,200,71270,82,82,1639134886662,133759144,75740,180,0
25,0.5,python,1639134887663,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326544,519919,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2481,0,539,892255,63,0,11,201,71885,98,98,1639134887761,135859343,75740,180,0
26,0.5,python,1639134888762,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326908,525412,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2482,0,548,892465,63,0,11,202,72522,96,96,1639134888858,137829178,75740,180,0
27,0.5,python,1639134889859,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327096,530936,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2570,0,555,892602,63,0,11,202,73106,192,192,1639134890051,140240527,75740,180,0
28,0.5,python,1639134891052,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326216,536447,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2606,0,564,892779,63,0,11,202,73754,85,85,1639134891137,140874965,75844,180,0
29,0.5,python,1639134892138,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326108,541946,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2607,0,572,892987,63,0,11,203,74443,92,92,1639134892230,148599576,75844,180,0
30,0.5,python,1639134893231,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327968,547467,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2712,0,580,893109,63,0,11,204,74981,199,200,1639134893431,150714296,75844,180,0
31,0.5,python,1639134894432,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326540,552947,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2730,0,587,893305,63,0,11,205,75693,92,92,1639134894524,154885413,75844,180,0
32,0.5,python,1639134895526,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326896,558445,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2745,0,595,893516,63,0,11,205,76327,212,212,1639134895738,161447841,75844,180,0
33,0.5,python,1639134896740,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2326924,563960,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2854,0,602,893635,63,0,11,205,76964,155,155,1639134896895,161447841,75844,180,0
34,0.5,python,1639134897897,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2327032,569460,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2876,0,610,893837,63,0,11,206,77612,192,192,1639134898089,164425989,75844,180,0
35,0.5,python,1639134899091,e687ccde-1738-44ff-89f4-d5dd09003765,0,1639130409,AWS Lambda,2021/12/10/[$LATEST]9cdede2716a2459ca774aa6ddefb6c87,root_lambda,1769,us-east-1,,Linux 169.254.53.117 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2325840,574988,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2890,0,617,894036,63,0,11,207,78266,81,81,1639134899172,164428088,75844,180,0
