measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.vinternal_1,network_rx_bytes.lo,network_rx_bytes.telemetry1_sb,network_rx_bytes.vtarget_1
23,0.5,python,1639134885840,4524f0c2-6d47-4774-a8f8-e3a2cba987f3,0,1639129628,AWS Lambda,2021/12/10/[$LATEST]2784bad1fef74549b2d3515de2da6ba0,root_lambda,1769,us-east-1,,Linux 169.254.140.89 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332212,1022542,Intel(R) Xeon(R) Processor @ 2.50GHz,63,12059,0,1182,1037365,196,0,21,559,114534,96,96,1639134885936,199551560,246616,90,0
24,0.5,python,1639134886938,4524f0c2-6d47-4774-a8f8-e3a2cba987f3,0,1639129628,AWS Lambda,2021/12/10/[$LATEST]2784bad1fef74549b2d3515de2da6ba0,root_lambda,1769,us-east-1,,Linux 169.254.140.89 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2332272,1028043,Intel(R) Xeon(R) Processor @ 2.50GHz,63,12147,0,1191,1037506,196,0,22,559,115149,199,199,1639134887137,202796172,246616,90,0
25,0.5,python,1639134888139,4524f0c2-6d47-4774-a8f8-e3a2cba987f3,0,1639129628,AWS Lambda,2021/12/10/[$LATEST]2784bad1fef74549b2d3515de2da6ba0,root_lambda,1769,us-east-1,,Linux 169.254.140.89 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2331840,1033537,Intel(R) Xeon(R) Processor @ 2.50GHz,63,12202,0,1199,1037662,196,0,22,559,115782,94,94,1639134888233,202894112,246616,90,0
26,0.5,python,1639134889235,4524f0c2-6d47-4774-a8f8-e3a2cba987f3,0,1639129628,AWS Lambda,2021/12/10/[$LATEST]2784bad1fef74549b2d3515de2da6ba0,root_lambda,1769,us-east-1,,Linux 169.254.140.89 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2331624,1039058,Intel(R) Xeon(R) Processor @ 2.50GHz,63,12203,0,1206,1037867,196,0,23,560,116719,97,97,1639134889332,214428745,246616,90,0
0,0.5,python,1639134859484,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2464700,415068,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2095,0,338,813210,31,0,5,76,60514,141,142,1639134859626,109511525,91555,90,0
1,0.5,python,1639134860627,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2462624,420955,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2096,0,344,813418,31,0,5,76,61172,79,79,1639134860706,109513608,91555,90,0
2,0.5,python,1639134861708,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2461724,426759,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2097,0,351,813624,31,0,5,76,61782,78,78,1639134861786,109622688,91555,90,0
3,0.5,python,1639134862786,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2365144,456777,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2164,0,367,813777,31,0,6,77,62429,209,209,1639134862995,110821873,91555,90,0
4,0.5,python,1639134863996,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359724,463487,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2203,0,375,813950,31,0,6,77,63018,81,81,1639134864077,111104241,91555,90,0
5,0.5,python,1639134865078,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2361764,469054,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2203,0,381,814158,31,0,6,77,63703,88,89,1639134865167,117002999,91555,90,0
6,0.5,python,1639134866168,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2359416,474849,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2272,0,390,814311,31,0,7,77,64334,188,188,1639134866356,121461463,91555,90,0
7,0.5,python,1639134867357,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358572,480406,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2338,0,397,814459,31,0,7,78,64896,83,83,1639134867440,121566115,91555,90,0
8,0.5,python,1639134868442,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2358960,485989,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2368,0,405,814651,31,0,7,79,65724,183,183,1639134868625,125305984,91555,90,0
9,0.5,python,1639134869627,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2357632,491586,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2388,0,411,814842,31,0,7,79,66390,79,80,1639134869707,125307951,91555,90,0
10,0.5,python,1639134870708,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2357992,497113,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2389,0,418,815049,31,0,7,79,67046,83,83,1639134870791,125770890,91555,90,0
11,0.5,python,1639134871792,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2349044,505206,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2407,0,425,815239,31,0,7,79,67794,89,89,1639134871881,130667893,91555,90,0
12,0.5,python,1639134872882,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348752,510793,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2460,0,432,815412,31,0,8,79,68410,193,194,1639134873076,136933143,91555,90,0
13,0.5,python,1639134874077,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348052,516326,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2530,0,440,815554,31,0,8,80,68971,80,80,1639134874157,137074127,91555,90,0
14,0.5,python,1639134875158,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347772,521873,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2530,0,448,815759,31,0,8,81,69850,78,78,1639134875236,145396669,91659,90,0
15,0.5,python,1639134876237,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348764,527433,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2619,0,454,815896,31,0,8,81,70383,180,180,1639134876417,147297540,91659,90,0
16,0.5,python,1639134877419,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348540,532965,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2650,0,460,816075,31,0,8,81,71087,91,91,1639134877510,149397708,91659,90,0
17,0.5,python,1639134878511,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2349084,538538,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2677,0,467,816270,31,0,9,82,71783,184,184,1639134878695,157765495,91659,90,0
18,0.5,python,1639134879696,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348600,544096,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2774,0,474,816386,31,0,9,82,72343,85,85,1639134879781,157765693,91659,90,0
19,0.5,python,1639134880783,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2349120,549660,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2776,0,481,816593,31,0,9,82,73403,83,83,1639134880866,164475227,91659,90,0
20,0.5,python,1639134881868,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348624,555222,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2845,0,487,816746,31,0,9,82,74182,181,181,1639134882049,168366404,91659,90,0
21,0.5,python,1639134883050,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347800,560750,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2900,0,494,816905,31,0,9,82,74826,86,86,1639134883136,168593620,91659,90,0
22,0.5,python,1639134884137,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347904,566309,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2900,0,501,817110,31,0,9,83,76111,82,82,1639134884219,176685794,91659,90,0
23,0.5,python,1639134885220,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348532,571841,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2976,0,508,817258,31,0,10,84,76806,195,195,1639134885415,178870865,91659,90,0
24,0.5,python,1639134886416,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348400,577389,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3028,0,515,817422,31,0,10,84,77434,91,92,1639134886508,179098081,91659,90,0
25,0.5,python,1639134887509,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348868,582947,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3067,0,523,817609,31,0,11,86,78208,194,194,1639134887703,183607874,91659,90,0
26,0.5,python,1639134888703,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347048,588505,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3087,0,530,817797,31,0,11,87,78874,79,79,1639134888782,183609841,91659,90,0
27,0.5,python,1639134889783,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2349196,594091,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3089,0,537,818005,31,0,11,87,79503,83,83,1639134889866,183616372,91763,90,0
28,0.5,python,1639134890868,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2344496,600506,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3113,0,544,818190,31,0,11,87,80179,84,84,1639134890952,185142929,91763,90,0
29,0.5,python,1639134891954,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2345308,606048,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3114,0,552,818398,31,0,11,88,80785,82,82,1639134892036,185714377,91763,90,0
30,0.5,python,1639134893038,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2344276,611606,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3115,0,560,818605,31,0,11,88,81452,96,96,1639134893134,188675288,91763,90,0
31,0.5,python,1639134894135,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2343664,617156,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3116,0,566,818814,31,0,11,89,82076,75,75,1639134894210,192419253,91763,90,0
32,0.5,python,1639134895211,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2345532,622777,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3124,0,572,819029,31,0,12,89,82663,168,168,1639134895379,195828623,91763,90,0
33,0.5,python,1639134896380,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2345680,628295,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3232,0,579,819144,31,0,12,89,83240,175,176,1639134896556,195828623,91763,90,0
34,0.5,python,1639134897557,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2344176,633842,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3247,0,585,819341,31,0,12,89,83801,78,78,1639134897635,195954669,91763,90,0
35,0.5,python,1639134898637,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2343928,639408,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3249,0,591,819548,31,0,13,89,84652,72,73,1639134898710,202112257,91763,90,0
36,0.5,python,1639134899711,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2344764,644952,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3249,0,597,819754,31,0,13,89,85225,76,76,1639134899787,206311435,91763,90,0
37,0.5,python,1639134900788,e9df5e9e-9b3f-4426-8270-342bcbb023ac,0,1639130780,AWS Lambda,2021/12/10/[$LATEST]b85df9bcd224427081fdb07281650602,root_lambda,1769,us-east-1,,Linux 169.254.70.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2344704,650474,Intel(R) Xeon(R) Processor @ 2.50GHz,63,3329,0,603,819897,31,0,13,90,85768,168,169,1639134900957,206321657,91763,90,0
0,0.5,python,1639134859285,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2461896,446598,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1873,0,346,195490,76,0,7,29,48181,140,140,1639134859425,89942264,102447,266,0
1,0.5,python,1639134860426,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2458796,452505,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1874,0,352,195697,76,0,7,29,48877,75,75,1639134860501,89944655,102447,266,0
2,0.5,python,1639134861502,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2457708,458425,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1875,0,359,195903,76,0,7,29,49548,72,72,1639134861574,90821743,102447,266,0
3,0.5,python,1639134862575,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2363864,491747,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1950,0,374,196042,76,0,7,29,50178,187,187,1639134862762,91870530,102447,266,0
4,0.5,python,1639134863763,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2357916,498447,Intel(R) Xeon(R) Processor @ 2.50GHz,63,1989,0,382,196216,76,0,7,30,50788,83,83,1639134863846,92762320,102447,266,0
5,0.5,python,1639134864847,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2348580,506441,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2034,0,389,196395,76,0,8,30,51384,179,179,1639134865026,102465382,102447,266,0
6,0.5,python,1639134866027,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347656,511946,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2122,0,396,196518,76,0,8,30,52018,74,74,1639134866101,102465448,102447,266,0
7,0.5,python,1639134867102,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2349076,517506,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2131,0,403,196733,76,0,9,30,52687,185,186,1639134867288,113118268,102447,266,0
8,0.5,python,1639134868289,621adc3a-5e00-4bce-a633-462a1732200d,0,1639133869,AWS Lambda,2021/12/10/[$LATEST]5df4f609b74b4841a362530c331cadb5,root_lambda,1769,us-east-1,,Linux 169.254.8.141 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2347020,523071,Intel(R) Xeon(R) Processor @ 2.50GHz,63,2233,0,411,196856,76,0,9,31,53278,158,158,1639134868447,113118268,102447,266,0
