measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.telemetry1_sb,network_rx_bytes.lo,network_rx_bytes.vinternal_1,network_rx_bytes.vtarget_1
0,0.5,python,1639134018821,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2554796,478584,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7054,0,506,456765,295,0,2,192,57965,202,202,1639134019023,176,128894,14608,0
1,0.5,python,1639134020026,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542860,485963,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7144,0,515,456875,295,0,2,245,58215,311,311,1639134020337,176,128894,14608,0
2,0.5,python,1639134021338,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542008,490120,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7225,0,523,456997,295,0,2,295,58438,231,231,1639134021569,176,128894,14608,0
3,0.5,python,1639134022571,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542132,494265,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7320,0,530,457107,295,0,2,329,58645,196,196,1639134022767,176,128894,14608,0
4,0.5,python,1639134023768,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542124,498421,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7411,0,536,457227,295,0,2,395,58878,377,377,1639134024145,176,128894,14608,0
5,0.5,python,1639134025152,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541544,502742,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7510,0,544,457350,295,0,3,455,59129,413,413,1639134025565,176,128894,14608,0
6,0.5,python,1639134026567,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541472,506871,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7597,0,550,457463,295,0,3,489,59349,175,176,1639134026743,176,128894,14608,0
7,0.5,python,1639134027748,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541492,511038,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7698,0,559,457576,295,0,3,509,59629,195,195,1639134027943,176,128894,14608,0
8,0.5,python,1639134028945,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2540652,515210,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7795,0,566,457695,295,0,3,536,59839,199,200,1639134029145,176,128894,14608,0
9,0.5,python,1639134030146,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541412,519347,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7898,0,572,457810,295,0,3,560,60077,204,204,1639134030350,176,128894,14608,0
10,0.5,python,1639134031352,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541428,523498,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7993,0,578,457926,295,0,3,585,60293,180,180,1639134031532,176,128894,14608,0
11,0.5,python,1639134032534,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541268,527637,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8086,0,585,458035,295,0,3,609,60488,134,134,1639134032668,176,128894,14608,0
12,0.5,python,1639134033670,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2540668,531794,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8170,0,591,458146,295,0,3,644,60704,153,153,1639134033823,176,128894,14608,0
13,0.5,python,1639134034825,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541372,535946,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8274,0,597,458253,295,0,3,661,60995,176,176,1639134035001,176,128998,14608,0
14,0.5,python,1639134036003,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541372,540092,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8377,0,604,458369,295,0,3,667,61272,150,150,1639134036153,176,128998,14608,0
15,0.5,python,1639134037156,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541288,544253,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8472,0,611,458480,295,0,3,690,61521,165,165,1639134037321,176,128998,14608,0
16,0.5,python,1639134038322,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541500,548398,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8558,0,620,458592,295,0,3,719,61740,146,146,1639134038468,176,128998,14608,0
17,0.5,python,1639134039470,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541520,552532,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8657,0,626,458711,295,0,3,734,61983,236,236,1639134039706,176,128998,14608,0
18,0.5,python,1639134040708,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2542012,556655,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8760,0,633,458833,295,0,3,748,62245,160,160,1639134040868,176,128998,14608,0
19,0.5,python,1639134041870,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541544,560811,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8862,0,639,458954,295,0,3,752,62477,157,157,1639134042027,176,128998,14608,0
20,0.5,python,1639134043031,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541512,564958,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8964,0,645,459072,295,0,3,761,62725,174,174,1639134043205,176,128998,14608,0
21,0.5,python,1639134044207,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541488,569104,Intel(R) Xeon(R) Processor @ 2.50GHz,63,9066,0,652,459192,295,0,3,766,62965,155,155,1639134044362,176,128998,14608,0
22,0.5,python,1639134045364,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541172,573238,Intel(R) Xeon(R) Processor @ 2.50GHz,63,9171,0,659,459308,295,0,3,770,63223,148,148,1639134045512,176,128998,14608,0
23,0.5,python,1639134046514,98a21347-ec2f-4e92-a912-1b1e0b5f2b0d,0,1639131694,AWS Lambda,2021/12/10/[$LATEST]46abecb999cc4c2390f9a092b1a07788,root_lambda,1769,us-east-1,,Linux 169.254.80.37 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541228,577402,Intel(R) Xeon(R) Processor @ 2.50GHz,63,9278,0,664,459426,295,0,3,771,63514,153,154,1639134046668,176,128998,14608,0
0,0.5,python,1639134018822,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2551260,482895,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7000,0,497,422140,234,0,5,221,57135,236,237,1639134019059,176,129002,14772,0
1,0.5,python,1639134020062,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541984,489321,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7073,0,505,422256,234,0,5,295,57320,271,271,1639134020333,176,129002,14772,0
2,0.5,python,1639134021335,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541220,493517,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7152,0,512,422377,234,0,6,344,57554,294,294,1639134021629,176,129002,14772,0
3,0.5,python,1639134022630,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541800,497700,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7240,0,519,422490,234,0,6,393,57774,180,180,1639134022810,176,129002,14772,0
4,0.5,python,1639134023812,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541196,501888,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7324,0,525,422600,234,0,6,423,57950,136,136,1639134023948,176,129002,14772,0
5,0.5,python,1639134024952,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541176,506271,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7413,0,531,422710,234,0,7,467,58183,215,215,1639134025167,176,129002,14772,0
6,0.5,python,1639134026171,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2540928,510466,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7503,0,537,422823,234,0,7,502,58357,171,171,1639134026342,176,129002,14772,0
7,0.5,python,1639134027344,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541220,514655,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7596,0,542,422930,234,0,7,545,58537,229,229,1639134027573,176,129002,14772,0
8,0.5,python,1639134028575,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541344,518876,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7663,0,549,423039,234,0,7,609,58841,184,184,1639134028759,176,129002,14772,0
9,0.5,python,1639134029760,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541076,523085,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7760,0,556,423144,234,0,9,670,59148,437,437,1639134030197,176,129002,14772,0
10,0.5,python,1639134031231,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541208,527304,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7823,0,563,423263,234,0,9,781,59372,289,289,1639134031520,176,129002,14772,0
11,0.5,python,1639134032522,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541156,531494,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7918,0,570,423361,234,0,9,817,59560,172,172,1639134032694,176,129002,14772,0
12,0.5,python,1639134033695,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541308,535702,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7989,0,577,423464,234,0,9,870,59732,178,179,1639134033874,176,129002,14772,0
13,0.5,python,1639134034875,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541072,539911,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8081,0,584,423571,234,0,9,906,59953,134,134,1639134035009,176,129106,14772,0
14,0.5,python,1639134036010,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541716,544123,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8179,0,591,423684,234,0,10,930,60243,220,220,1639134036230,176,129106,14772,0
15,0.5,python,1639134037231,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541208,548323,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8276,0,596,423803,234,0,10,953,60461,180,180,1639134037411,176,129106,14772,0
16,0.5,python,1639134038413,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541304,552517,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8377,0,602,423925,234,0,10,966,60697,201,201,1639134038614,176,129106,14772,0
17,0.5,python,1639134039616,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541280,556723,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8481,0,609,424047,234,0,10,970,60932,179,179,1639134039795,176,129106,14772,0
18,0.5,python,1639134040806,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2540468,560923,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8581,0,616,424158,234,0,10,992,61148,248,248,1639134041054,176,129106,14772,0
19,0.5,python,1639134042056,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541220,565119,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8678,0,623,424281,234,0,11,1023,61402,204,204,1639134042260,176,129106,14772,0
20,0.5,python,1639134043262,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541096,569331,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8775,0,630,424394,234,0,11,1051,61613,196,197,1639134043459,176,129106,14772,0
21,0.5,python,1639134044460,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541204,573527,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8873,0,637,424505,234,0,11,1066,61856,150,150,1639134044610,176,129106,14772,0
22,0.5,python,1639134045611,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541164,577738,Intel(R) Xeon(R) Processor @ 2.50GHz,63,8974,0,644,424627,234,0,11,1069,62093,145,145,1639134045756,176,129106,14772,0
23,0.5,python,1639134046757,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541644,581946,Intel(R) Xeon(R) Processor @ 2.50GHz,63,9072,0,650,424749,234,0,11,1079,62346,193,194,1639134046951,176,129106,14772,0
24,0.5,python,1639134047952,2f2cbf5c-c12b-4640-b2f8-fdce1d423476,0,1639131868,AWS Lambda,2021/12/10/[$LATEST]0d1c561062954fabbef75d8c9e8412ad,root_lambda,1769,us-east-1,,Linux 169.254.251.113 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2541304,586164,Intel(R) Xeon(R) Processor @ 2.50GHz,63,9177,0,656,424871,234,0,11,1082,62598,227,228,1639134048180,176,129106,14772,0
0,0.5,python,1639134018599,bdad0ce2-bd94-4cf7-a38c-16688c052533,0,1639132997,AWS Lambda,2021/12/10/[$LATEST]a5af6436719d415d8c9e82344d6667bd,root_lambda,1769,us-east-1,,Linux 169.254.2.93 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2551708,483452,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6882,0,453,196332,380,0,1,19,51739,155,155,1639134018754,180,128729,14730,0
