measurementID,version,lang,startTime,uuid,newcontainer,vmuptime,platform,containerID,functionName,functionMemory,functionRegion,vmID,linuxVersion,totalMemory,freeMemory,pageFaults,cpuType,cpuModel,cpuUsr,cpuNice,cpuKrn,cpuIdle,cpuIowait,cpuIrq,cpuSoftIrq,vmcpusteal,contextSwitches,frameworkRuntime,runtime,endTime,network_rx_bytes.telemetry1_sb,network_rx_bytes.vtarget_1,network_rx_bytes.vinternal_1,network_rx_bytes.lo
12,0.5,python,1639133755290,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545132,433272,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5977,0,422,148658,341,0,2,17,46632,141,141,1639133755431,90,0,9732,90468
13,0.5,python,1639133756432,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545328,437435,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6082,0,428,148775,341,0,2,17,46929,139,139,1639133756571,90,0,9732,90572
14,0.5,python,1639133757573,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544972,441615,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6187,0,433,148891,341,0,2,17,47218,137,137,1639133757710,90,0,9732,90572
15,0.5,python,1639133758712,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544380,445770,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6289,0,438,149012,341,0,2,17,47453,136,136,1639133758848,90,0,9732,90572
16,0.5,python,1639133759850,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544968,449976,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6392,0,443,149131,341,0,2,17,47727,144,144,1639133759994,90,0,9732,90572
17,0.5,python,1639133760996,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544364,454169,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6494,0,448,149253,341,0,2,19,47961,151,151,1639133761147,90,0,9732,90572
18,0.5,python,1639133762148,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544364,458350,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6597,0,454,149375,341,0,2,19,48198,161,161,1639133762309,90,0,9732,90572
19,0.5,python,1639133763310,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544488,462521,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6699,0,460,149498,341,0,2,19,48435,158,158,1639133763468,90,0,9732,90572
20,0.5,python,1639133764470,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545084,466700,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6804,0,467,149618,341,0,2,19,48730,143,143,1639133764613,90,0,9732,90572
21,0.5,python,1639133765614,78d8968b-5ab4-4fa8-8da9-4e49d2beb6ef,0,1639132977,AWS Lambda,2021/12/10/[$LATEST]63e7f76a46ea462f9d2ed46d6fcf0e93,root_lambda,1769,us-east-1,,Linux 169.254.10.237 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545192,470873,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6909,0,472,149736,341,0,2,19,49048,143,143,1639133765757,90,0,9732,90572
0,0.5,python,1639133741255,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2553752,377297,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4768,0,359,541897,74,0,1,95,52624,145,145,1639133741400,90,0,9928,89455
1,0.5,python,1639133742401,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2546312,383371,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4870,0,366,542019,74,0,1,96,52890,159,159,1639133742560,90,0,9928,89455
2,0.5,python,1639133743562,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544348,387684,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4972,0,371,542140,74,0,1,97,53145,155,155,1639133743717,90,0,9928,89455
3,0.5,python,1639133744718,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544348,391797,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5074,0,377,542265,74,0,1,97,53361,160,160,1639133744878,90,0,9928,89455
4,0.5,python,1639133745880,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545196,395916,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5175,0,382,542384,74,0,1,97,53570,138,139,1639133746019,90,0,9928,89455
5,0.5,python,1639133747020,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545172,400067,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5277,0,388,542504,74,0,1,98,53798,142,142,1639133747162,90,0,9928,89455
6,0.5,python,1639133748163,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545216,404188,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5380,0,393,542627,74,0,1,98,54058,152,153,1639133748316,90,0,9928,89455
7,0.5,python,1639133749317,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545576,408287,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5481,0,398,542748,74,0,1,98,54290,138,139,1639133749456,90,0,9928,89455
8,0.5,python,1639133750457,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544552,412412,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5582,0,403,542867,74,0,1,99,54536,144,144,1639133750601,90,0,9928,89455
9,0.5,python,1639133751603,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544476,416517,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5689,0,410,542985,74,0,1,99,54860,175,176,1639133751779,90,0,9928,89455
10,0.5,python,1639133752783,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544392,420642,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5790,0,417,543105,74,0,1,105,55071,154,154,1639133752937,90,0,9928,89455
11,0.5,python,1639133753939,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544260,424779,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5892,0,422,543226,74,0,1,108,55293,141,141,1639133754080,90,0,9928,89455
12,0.5,python,1639133755082,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544548,428893,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5995,0,427,543349,74,0,1,110,55531,153,154,1639133755236,90,0,9928,89455
13,0.5,python,1639133756237,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544292,432994,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6095,0,433,543466,74,0,1,110,55734,124,125,1639133756362,90,0,9928,89455
14,0.5,python,1639133757363,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544568,437109,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6196,0,439,543587,74,0,1,110,55976,140,140,1639133757503,90,0,9928,89559
15,0.5,python,1639133758504,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544288,441246,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6296,0,445,543707,74,0,1,111,56188,132,132,1639133758636,90,0,9928,89559
16,0.5,python,1639133759638,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544536,445378,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6397,0,451,543828,74,0,1,112,56403,138,138,1639133759776,90,0,9928,89559
17,0.5,python,1639133760778,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2543712,449499,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6498,0,455,543948,74,0,1,113,56642,145,145,1639133760923,90,0,9928,89559
18,0.5,python,1639133761924,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544580,453613,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6600,0,462,544069,74,0,1,116,56887,154,154,1639133762078,90,0,9928,89559
19,0.5,python,1639133763080,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544580,457742,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6705,0,468,544190,74,0,1,118,57189,175,175,1639133763255,90,0,9928,89559
20,0.5,python,1639133764257,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544560,461860,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6809,0,474,544309,74,0,1,119,57482,158,158,1639133764415,90,0,9928,89559
21,0.5,python,1639133765416,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544436,465970,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6917,0,480,544427,74,0,1,119,57772,147,147,1639133765563,90,0,9928,89559
22,0.5,python,1639133766564,954a85cf-f337-46ea-b41b-cf37a327646e,0,1639131005,AWS Lambda,2021/12/10/[$LATEST]fc9d2ef2e4f54a269cd2e4f43b0a4dc2,root_lambda,1769,us-east-1,,Linux 169.254.201.193 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544456,470085,Intel(R) Xeon(R) Processor @ 2.50GHz,63,7020,0,485,544549,74,0,1,121,58027,155,155,1639133766719,90,0,9928,89559
0,0.5,python,1639133741415,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2551684,378550,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4780,0,361,625348,279,0,4,116,52965,174,174,1639133741589,90,0,10148,90468
1,0.5,python,1639133742621,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2545012,384267,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4880,0,370,625467,279,0,4,129,53251,161,161,1639133742782,90,0,10148,90468
2,0.5,python,1639133743785,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544440,388630,Intel(R) Xeon(R) Processor @ 2.50GHz,63,4988,0,375,625581,279,0,4,133,53541,157,157,1639133743942,90,0,10148,90468
3,0.5,python,1639133744943,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544544,392812,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5088,0,380,625706,279,0,4,140,53816,160,160,1639133745103,90,0,10148,90468
4,0.5,python,1639133746104,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2543696,396971,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5190,0,386,625829,279,0,4,140,54049,144,144,1639133746248,90,0,10148,90468
5,0.5,python,1639133747249,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544416,401139,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5292,0,392,625950,279,0,4,141,54288,139,139,1639133747388,90,0,10148,90468
6,0.5,python,1639133748389,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544520,405300,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5392,0,398,626071,279,0,4,142,54523,159,159,1639133748548,90,0,10148,90468
7,0.5,python,1639133749549,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544528,409476,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5495,0,403,626191,279,0,5,146,54812,154,154,1639133749703,90,0,10148,90468
8,0.5,python,1639133750704,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544432,413649,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5599,0,409,626314,279,0,5,147,55107,145,146,1639133750850,90,0,10148,90468
9,0.5,python,1639133751851,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2543696,417792,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5700,0,414,626434,279,0,5,147,55354,139,139,1639133751990,90,0,10148,90468
10,0.5,python,1639133752991,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544400,421986,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5802,0,420,626557,279,0,5,148,55612,156,156,1639133753147,90,0,10148,90468
11,0.5,python,1639133754148,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544316,426160,Intel(R) Xeon(R) Processor @ 2.50GHz,63,5908,0,424,626673,279,0,5,148,55898,138,138,1639133754286,90,0,10148,90468
12,0.5,python,1639133755288,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544372,430325,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6010,0,430,626793,279,0,5,149,56129,140,140,1639133755428,90,0,10148,90468
13,0.5,python,1639133756429,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544528,434492,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6114,0,435,626912,279,0,5,151,56407,139,139,1639133756568,90,0,10148,90468
14,0.5,python,1639133757570,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2543696,438666,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6218,0,441,627028,279,0,5,151,56685,134,134,1639133757704,90,0,10148,90572
15,0.5,python,1639133758706,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544324,442814,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6324,0,447,627144,279,0,5,152,56977,141,142,1639133758848,90,0,10148,90572
16,0.5,python,1639133759849,1a8fc7f8-7338-477b-b138-480aa1f78baa,0,1639130586,AWS Lambda,2021/12/10/[$LATEST]a9d6112c27684dc488a0462843060595,root_lambda,1769,us-east-1,,Linux 169.254.14.97 4.14.246-198.474.amzn2.x86_64 #1 SMP Wed Sep 15 00:16:00 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,3241532,2544396,446961,Intel(R) Xeon(R) Processor @ 2.50GHz,63,6426,0,451,627265,279,0,5,152,57228,134,135,1639133759984,90,0,10148,90572
